CUSTOMER                      ,PAYEE                         ,PROC/PAY DATE       ,EFFECT/GOOD FUNDS/CH,CHECK/PAYMENT TRACE NUMBER    ,TOTAL CRED
20100907                      ,'                             ,'0020100908         ,                    ,                         ,04427          ,0000000060,0000000000,000000000000060,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,04427          ,0000000024,0000000000,000000000000024,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,04427          ,0000000057,0000000000,000000000000057,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,04427          ,0000000057,0000000000,000000000000057,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,04427          ,0000000003,0000000000,000000000000003,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,04427          ,0000000030,0000000000,000000000000030,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,04443          ,00000108.5,0000000000,0000000000108.5,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,04443          ,0000000053,0000000000,000000000000053,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,04443          ,0000000069,0000000000,000000000000069,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,04443          ,0000098.67,0000000000,000000000098.67,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,04443          ,00000141.5,0000000000,0000000000141.5,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,04443          ,0000145.78,0000000000,000000000145.78,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,04443          ,0000135.75,0000000000,000000000135.75,                         ,                         ,,20100912                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,04465          ,0000006.64,0000000000,000000000006.64,                         ,                         ,,20100907                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,04465          ,0000006.64,0000000000,000000000006.64,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,04781          ,0000000004,0000000000,000000000000004,                         ,                         ,,20100911                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07002          ,0000000006,0000000000,000000000000006,                         ,                         ,,20100906                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07002          ,0000000008,0000000000,000000000000008,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07002          ,0000000002,0000000000,000000000000002,                         ,                         ,,20100910                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07002          ,0000004.03,0000000000,000000000004.03,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07037          ,0000008.75,0000000000,000000000008.75,                         ,                         ,,20100906                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07037          ,00000003.5,0000000000,0000000000003.5,                         ,                         ,,20100908                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07037          ,0000007.75,0000000000,000000000007.75,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07037          ,0000000009,0000000000,000000000000009,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07161          ,0000017.44,0000000000,000000000017.44,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07161          ,0000000025,0000000000,000000000000025,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07161          ,00000050.5,0000000000,0000000000050.5,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07161          ,0000000007,0000000000,000000000000007,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07161          ,0000040.75,0000000000,000000000040.75,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07161          ,0000020.75,0000000000,000000000020.75,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07161          ,0000027.97,0000000000,000000000027.97,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07169          ,00000031.5,0000000000,0000000000031.5,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07169          ,0000017.75,0000000000,000000000017.75,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07169          ,0000019.25,0000000000,000000000019.25,                         ,                         ,,20100908                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07169          ,0000016.75,0000000000,000000000016.75,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07169          ,00000067.5,0000000000,0000000000067.5,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07169          ,0000000059,0000000000,000000000000059,                         ,                         ,,20100912                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07214          ,0000012.18,0000000000,000000000012.18,                         ,                         ,,20100908                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07306          ,0000000006,0000000000,000000000000006,                         ,                         ,,20100907                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07306          ,0000000010,0000000000,000000000000010,                         ,                         ,,20100909                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07306          ,0000000010,0000000000,000000000000010,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07324          ,0000000018,0000000000,000000000000018,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07324          ,0000000006,0000000000,000000000000006,                         ,                         ,,20100907                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07409          ,00000028.5,0000000000,0000000000028.5,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07409          ,0000000021,0000000000,000000000000021,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07409          ,0000000007,0000000000,000000000000007,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07409          ,0000008.75,0000000000,000000000008.75,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07409          ,0000012.25,0000000000,000000000012.25,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07409          ,0000022.75,0000000000,000000000022.75,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07409          ,00000031.4,0000000000,0000000000031.4,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07444          ,0000000024,0000000000,000000000000024,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07444          ,0000000007,0000000000,000000000000007,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07444          ,00000009.5,0000000000,0000000000009.5,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07444          ,0000001.75,0000000000,000000000001.75,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07444          ,0000021.75,0000000000,000000000021.75,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07444          ,00000020.5,0000000000,0000000000020.5,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07444          ,00000026.5,0000000000,0000000000026.5,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07484          ,0000028.94,0000000000,000000000028.94,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07484          ,0000000012,0000000000,000000000000012,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07484          ,0000040.97,0000000000,000000000040.97,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07484          ,0000000037,0000000000,000000000000037,                         ,                         ,,20100909                      ,0000000000,'043                
20100908                      ,'                             ,'0020100910         ,                    ,                         ,07484          ,0000000006,0000000000,000000000000006,                         ,                         ,,20100908                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07484          ,00000010.5,0000000000,0000000000010.5,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07484          ,0000011.75,0000000000,000000000011.75,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07484          ,00000047.6,0000000000,0000000000047.6,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07493          ,0000035.72,0000000000,000000000035.72,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07493          ,0000030.75,0000000000,000000000030.75,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07493          ,0000028.75,0000000000,000000000028.75,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07493          ,0000000035,0000000000,000000000000035,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07493          ,0000016.08,0000000000,000000000016.08,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07493          ,00000058.5,0000000000,0000000000058.5,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07493          ,0000018.25,0000000000,000000000018.25,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07526          ,0000001.75,0000000000,000000000001.75,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07526          ,0000000016,0000000000,000000000000016,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07526          ,0000001.75,0000000000,000000000001.75,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07526          ,0000018.75,0000000000,000000000018.75,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07526          ,0000000007,0000000000,000000000000007,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07526          ,0000000007,0000000000,000000000000007,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07526          ,00000024.5,0000000000,0000000000024.5,                         ,                         ,,20100912                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07579          ,0000000003,0000000000,000000000000003,                         ,                         ,,20100911                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07583          ,0000004.75,0000000000,000000000004.75,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07583          ,00000029.5,0000000000,0000000000029.5,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07583          ,0000000026,0000000000,000000000000026,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07583          ,0000007.75,0000000000,000000000007.75,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07583          ,0000033.75,0000000000,000000000033.75,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07583          ,00000043.5,0000000000,0000000000043.5,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07583          ,0000000020,0000000000,000000000000020,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07710          ,00000019.6,0000000000,0000000000019.6,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07710          ,0000043.75,0000000000,000000000043.75,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07710          ,0000054.25,0000000000,000000000054.25,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,07710          ,0000000007,0000000000,000000000000007,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07710          ,0000000035,0000000000,000000000000035,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07710          ,0000026.25,0000000000,000000000026.25,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07710          ,0000012.25,0000000000,000000000012.25,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,07767          ,0000010.75,0000000000,000000000010.75,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,07767          ,00000010.5,0000000000,0000000000010.5,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,07767          ,00000043.5,0000000000,0000000000043.5,                         ,                         ,,20100908                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,07767          ,0000000006,0000000000,000000000000006,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,07767          ,00000024.5,0000000000,0000000000024.5,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,07767          ,0000001.75,0000000000,000000000001.75,                         ,                         ,,20100912                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,09065          ,0000001.63,0000000000,000000000001.63,                         ,                         ,,20100907                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,09065          ,0000000004,0000000000,000000000000004,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,09065          ,0000000004,0000000000,000000000000004,                         ,                         ,,20100910                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,09105          ,0000033.75,0000000000,000000000033.75,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,09105          ,0000000014,0000000000,000000000000014,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,09105          ,00000005.5,0000000000,0000000000005.5,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,09105          ,0000001.75,0000000000,000000000001.75,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,09105          ,0000001.75,0000000000,000000000001.75,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,09105          ,0000001.75,0000000000,000000000001.75,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,09105          ,00000003.5,0000000000,0000000000003.5,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,09220          ,0000000027,0000000000,000000000000027,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,09220          ,0000028.14,0000000000,000000000028.14,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,09220          ,0000036.75,0000000000,000000000036.75,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,09220          ,0000000019,0000000000,000000000000019,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,09220          ,0000000012,0000000000,000000000000012,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,09220          ,0000000037,0000000000,000000000000037,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,09220          ,0000013.75,0000000000,000000000013.75,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,09233          ,0000067.75,0000000000,000000000067.75,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,09233          ,0000000013,0000000000,000000000000013,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,09233          ,0000000080,0000000000,000000000000080,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,09233          ,0000054.25,0000000000,000000000054.25,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,09233          ,0000008.25,0000000000,000000000008.25,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,09233          ,00000062.5,0000000000,0000000000062.5,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,09233          ,0000000024,0000000000,000000000000024,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,09309          ,0000000016,0000000000,000000000000016,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,09309          ,00000076.5,0000000000,0000000000076.5,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,09309          ,0000000019,0000000000,000000000000019,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,09309          ,0000000025,0000000000,000000000000025,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,09309          ,0000005.25,0000000000,000000000005.25,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,09309          ,0000034.75,0000000000,000000000034.75,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,09309          ,0000056.25,0000000000,000000000056.25,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,09336          ,0000025.25,0000000000,000000000025.25,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,09336          ,0000000012,0000000000,000000000000012,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,09336          ,0000000007,0000000000,000000000000007,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,09336          ,0000001.75,0000000000,000000000001.75,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,09336          ,0000000023,0000000000,000000000000023,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,09336          ,0000005.25,0000000000,000000000005.25,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,09336          ,00000034.5,0000000000,0000000000034.5,                         ,                         ,,20100912                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,09532          ,0000000018,0000000000,000000000000018,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,09532          ,0000000046,0000000000,000000000000046,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,09532          ,0000000026,0000000000,000000000000026,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,09532          ,0000000002,0000000000,000000000000002,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,09532          ,0000000006,0000000000,000000000000006,                         ,                         ,,20100910                      ,0000000000,'043                
20100906                      ,'                             ,'0020100907         ,                    ,                         ,09647          ,0000041.75,0000000000,000000000041.75,                         ,                         ,,20100906                      ,0000000000,'043                
20100907                      ,'                             ,'0020100908         ,                    ,                         ,09647          ,0000000040,0000000000,000000000000040,                         ,                         ,,20100907                      ,0000000000,'043                
20100908                      ,'                             ,'0020100909         ,                    ,                         ,09647          ,0000000021,0000000000,000000000000021,                         ,                         ,,20100908                      ,0000000000,'043                
20100909                      ,'                             ,'0020100910         ,                    ,                         ,09647          ,0000014.75,0000000000,000000000014.75,                         ,                         ,,20100909                      ,0000000000,'043                
20100910                      ,'                             ,'0020100911         ,                    ,                         ,09647          ,0000017.25,0000000000,000000000017.25,                         ,                         ,,20100910                      ,0000000000,'043                
20100911                      ,'                             ,'0020100912         ,                    ,                         ,09647          ,00000040.5,0000000000,0000000000040.5,                         ,                         ,,20100911                      ,0000000000,'043                
20100912                      ,'                             ,'0020100913         ,                    ,                         ,09647          ,00000017.5,0000000000,0000000000017.5,                         ,                         ,,20100912                      ,0000000000,'043                
